Line,Speaker,Text,Date
314,Trump,"You have -- wait a minute. Wait a minute, Lester. You asked me a question. Did you ask me a question? You have to be able to negotiate our trade deals. You have to be able to negotiate, that's right, with Japan, with Saudi Arabia. I mean, can you imagine, we're defending Saudi Arabia? And with all of the money they have, we're defending them, and they're not paying? All you have to do is speak to them. Wait. You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.",2016-09-26
315,Holt,Let's let her respond.,2016-09-26
316,Clinton,"Well, as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina.",2016-09-26
317,Audience,(APPLAUSE),2016-09-26
318,Trump,"The world -- let me tell you. Let me tell you. Hillary has experience, but it's bad experience. We have made so many bad deals during the last -- so she's got experience, that I agree.",2016-09-26
319,Audience,(APPLAUSE),2016-09-26
320,Trump,"But it's bad, bad experience. Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can -- name -- you almost can't name a good deal. I agree. She's got experience, but it's bad experience. And this country can't afford to have another four years of that kind of experience.",2016-09-26
321,Holt,We are at -- we are at the final question.,2016-09-26
322,Audience,(APPLAUSE),2016-09-26
323,Clinton,"Well, one thing. One thing, Lester.",2016-09-26
324,Holt,"Very quickly, because we're at the final question now.",2016-09-26
325,Clinton,"You know, he tried to switch from looks to stamina. But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...",2016-09-26
326,Trump,I never said that.,2016-09-26
327,Clinton,.... women don't deserve equal pay unless they do as good a job as men.,2016-09-26
328,Trump,I didn't say that.,2016-09-26
329,Clinton,"And one of the worst things he said was about a woman in a beauty contest. He loves beauty contests, supporting them and hanging around them. And he called this woman ""Miss Piggy."" Then he called her ""Miss Housekeeping,"" because she was Latina. Donald, she has a name.",2016-09-26
330,Trump,Where did you find this? Where did you find this?,2016-09-26
331,Clinton,Her name is Alicia Machado.,2016-09-26
332,Trump,Where did you find this?,2016-09-26
333,Clinton,"And she has become a U.S. citizen, and you can bet...",2016-09-26
334,Trump,"Oh, really? CLINTON:",2016-09-26
335,Trump,"OK, good. Let me just tell you...",2016-09-26
336,Audience,(APPLAUSE),2016-09-26
337,Holt,"Mr. Trump, could we just take 10 seconds and then we ask the final question...",2016-09-26
338,Trump,"You know, Hillary is hitting me with tremendous commercials. Some of it's said in entertainment. Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her. But you want to know the truth? I was going to say something...",2016-09-26
339,Holt,Please very quickly.,2016-09-26
340,Trump,"... extremely rough to Hillary, to her family, and I said to myself, ""I can't do it. I just can't do it. It's inappropriate. It's not nice."" But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue. They're untrue. And they're misrepresentations. And I will tell you this, Lester: It's not nice. And I don't deserve that. But it's certainly not a nice thing that she's done. It's hundreds of millions of ads. And the only gratifying thing is, I saw the polls come in today, and with all of that money...",2016-09-26
