"Line","Speaker","Text","Date"
171,"Trump","No, but I pay tax, and I pay federal tax, too. But I have a write-off, a lot of it's depreciation, which is a wonderful charge. I love depreciation. You know, she's given it to us. Hey, if she had a problem -- for 30 years she's been doing this, Anderson. I say it all the time. She talks about health care. Why didn't she do something about it? She talks about taxes. Why didn't she do something about it? She doesn't do anything about anything other than talk. With her, it's all talk and no action. ","10/9/16"
172,"Cooper","In the past...","10/9/16"
173,"Trump","And, again, Bernie Sanders, it's really bad judgment. She has made bad judgment not only on taxes. She's made bad judgments on Libya, on Syria, on Iraq. I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place. They started from that little area, and now they're in 32 different nations, Hillary. Congratulations. Great job. ","10/9/16"
174,"Cooper","Secretary -- I want you to be able to respond, Secretary Clinton. ","10/9/16"
175,"Clinton","Well, here we go again. I've been in favor of getting rid of carried interest for years, starting when I was a senator from New York. But that's not the point here. ","10/9/16"
176,"Trump","Why didn't you do it? Why didn't you do it?","10/9/16"
177,"Cooper","Allow her to respond.","10/9/16"
178,"Clinton","Because I was a senator with a Republican president.","10/9/16"
179,"Trump","Oh, really? ","10/9/16"
180,"Clinton","I will be the president and we will get it done. That's exactly right.","10/9/16"
181,"Trump","You could have done it, if you were an effective -- if you were an effective senator, you could have done it. If you were an effective senator, you could have done it. But you were not an effective senator. ","10/9/16"
182,"Cooper","Please allow her to respond. She didn't interrupt you.","10/9/16"
183,"Clinton","You know, under our Constitution, presidents have something called veto power. Look, he has now said repeatedly, ""30 years this and 30 years that."" So let me talk about my 30 years in public service. I'm very glad to do so. Eight million kids every year have health insurance, because when I was first lady I worked with Democrats and Republicans to create the Children's Health Insurance Program. Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system. After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it. Hundreds of thousands of National Guard and Reserve members have health care because of work that I did, and children have safer medicines because I was able to pass a law that required the dosing to be more carefully done. When I was secretary of state, I went around the world advocating for our country, but also advocating for women's rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons. Four hundred pieces of legislation have my name on it as a sponsor or cosponsor when I was a senator for eight years. I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time. And as president, I will take that work, that bipartisan work, that finding common ground, because you have to be able to get along with people to get things done in Washington. ","10/9/16"
184,"Cooper","Thank you, secretary. ","10/9/16"
185,"Clinton","I've proven that I can, and for 30 years, I've produced results for people. ","10/9/16"
186,"Cooper","Thank you, secretary. ","10/9/16"
187,"Raddatz","We're going to move on to Syria. Both of you have mentioned that.","10/9/16"
188,"Trump","She said a lot of things that were false. I mean, I think we should be allowed to maybe... ","10/9/16"
189,"Raddatz","No, we can -- no, Mr. Trump, we're going to go on. This is about the audience. ","10/9/16"
